period,scenario,subscenario,subperiod,ThermalA_01 - Eastern,ThermalA_01 - Western,PortfolioA_01 - Eastern,PortfolioA_01 - Western,PortfolioA_02 - Eastern,PortfolioA_02 - Western,PricetakerA_01 - Eastern,PricetakerA_01 - Western,SelfproducerA_01 - Eastern,SelfproducerA_01 - Western,UpstreamA_01 - Eastern,UpstreamA_01 - Western,DownstreamA_01 - Eastern,DownstreamA_01 - Western
1,1,1,1,1760.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,3,10000.0,0.0,0.0,0.0,0.0,12000.0,0.0,4800.0,4000.0,0.0,4000.0,0.0,28000.0,0.0
1,1,2,1,1760.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,3,10000.0,0.0,0.0,0.0,0.0,12000.0,0.0,4800.0,4000.0,0.0,4000.0,0.0,28000.0,0.0
1,1,3,1,160.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,3,1360.000122,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,4,1,160.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,3,1360.000122,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,2,1,1,2000.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,770.0,0.0,5389.999512,0.0
1,2,1,2,320.0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,230.0,0.0,1610.0,0.0
1,2,1,3,10000.0,0.0,0.0,0.0,0.0,12000.0,0.0,4800.0,4000.0,0.0,4000.0,0.0,28000.0,0.0
1,2,2,1,10000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,3599.999756,0.0,3400.000244,0.0,23800.0,0.0
1,2,2,2,10000.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,1600.000122,0.0,11200.0,0.0
1,2,2,3,10000.0,0.0,0.0,0.0,0.0,12000.0,0.0,4800.0,4000.0,0.0,4000.0,0.0,28000.0,0.0
1,2,3,1,160.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,3,1360.000122,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,2,4,1,1519.98999,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,630.0,0.0,4410.0,0.0
1,2,4,2,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,370.0,0.0,2590.0,0.0
1,2,4,3,1360.000122,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,800.0,0.0,5600.0,0.0
1,3,1,1,80000.0,0.0,27200.001953,0.0,0.0,8000.0,0.0,0.0,40000.0,0.0,2000.0,0.0,14000.0,0.0
1,3,1,2,10000.0,0.0,0.0,0.0,0.0,32000.0,0.0,0.0,800.000061,0.0,0.0,0.0,0.0,0.0
1,3,1,3,80000.0,0.0,32000.0,0.0,0.0,12000.0,0.0,4800.0,40000.0,0.0,4000.0,0.0,28000.0,0.0
1,3,2,1,80000.0,0.0,27200.001953,0.0,0.0,8000.0,0.0,0.0,40000.0,0.0,2000.0,0.0,14000.0,0.0
1,3,2,2,25600.001953,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
1,3,2,3,80000.0,0.0,32000.0,0.0,0.0,12000.0,0.0,4800.0,40000.0,0.0,4000.0,0.0,28000.0,0.0
1,3,3,1,39200.003906,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,20000.0,0.0,800.000061,0.0,5600.0,0.0
1,3,3,2,560.0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,3,3,40000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,20000.0,0.0,2200.0,0.0,15400.0,0.0
1,3,4,1,39200.003906,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,20000.0,0.0,800.000061,0.0,5600.0,0.0
1,3,4,2,10000.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0
1,3,4,3,40000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,20000.0,0.0,2200.0,0.0,15400.0,0.0
2,1,1,1,78104.929688,0.0,10934.689453,0.0,0.0,0.0,0.0,0.0,39052.464844,0.0,1952.623047,0.0,13668.362305,0.0
2,1,1,2,78104.929688,0.0,0.0,0.0,0.0,93725.90625,0.0,0.0,39052.464844,0.0,390.524658,0.0,2733.672363,0.0
2,1,1,3,78104.929688,0.0,34366.167969,0.0,0.0,0.0,0.0,51549.25,39052.464844,0.0,3514.721436,0.0,24603.052734,0.0
2,1,2,1,78104.929688,0.0,14058.885742,0.0,0.0,0.0,0.0,0.0,39052.464844,0.0,1562.098633,0.0,10934.689453,0.0
2,1,2,2,78104.929688,0.0,39052.464844,0.0,0.0,46862.953125,0.0,0.0,39052.464844,0.0,1366.836182,0.0,9567.853516,0.0
2,1,2,3,78104.929688,0.0,39052.464844,0.0,0.0,0.0,0.0,51549.25,39052.464844,0.0,2928.93457,0.0,20502.542969,0.0
2,1,3,1,36709.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,1,3,2,24993.578125,0.0,0.0,0.0,0.0,46862.953125,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,1,3,3,78104.929688,0.0,15620.984375,0.0,0.0,0.0,0.0,4686.29541,39052.464844,0.0,5857.869141,0.0,41005.085938,0.0
2,1,4,1,36709.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,1,4,2,78104.929688,0.0,0.0,0.0,0.0,46862.953125,0.0,0.0,39052.464844,0.0,2343.147705,0.0,16402.033203,0.0
2,1,4,3,78104.929688,0.0,34366.167969,0.0,0.0,0.0,0.0,4686.29541,39052.464844,0.0,3514.721436,0.0,24603.052734,0.0
2,2,1,1,78104.929688,0.0,10934.689453,0.0,0.0,0.0,0.0,0.0,39052.464844,0.0,1952.623047,0.0,13668.362305,0.0
2,2,1,2,78104.929688,0.0,0.0,0.0,0.0,93725.90625,0.0,0.0,39052.464844,0.0,390.524658,0.0,2733.672363,0.0
2,2,1,3,78104.929688,0.0,34366.167969,0.0,0.0,0.0,0.0,51549.25,39052.464844,0.0,3514.721436,0.0,24603.052734,0.0
2,2,2,1,78104.929688,0.0,14058.885742,0.0,0.0,0.0,0.0,0.0,39052.464844,0.0,1562.098633,0.0,10934.689453,0.0
2,2,2,2,78104.929688,0.0,39052.464844,0.0,0.0,46862.953125,0.0,0.0,39052.464844,0.0,1366.836182,0.0,9567.853516,0.0
2,2,2,3,78104.929688,0.0,39052.464844,0.0,0.0,0.0,0.0,51549.25,39052.464844,0.0,2928.93457,0.0,20502.542969,0.0
2,2,3,1,36709.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,2,3,2,24993.578125,0.0,0.0,0.0,0.0,46862.953125,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,2,3,3,78104.929688,0.0,15620.984375,0.0,0.0,0.0,0.0,4686.29541,39052.464844,0.0,5857.869141,0.0,41005.085938,0.0
2,2,4,1,36709.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,2,4,2,78104.929688,0.0,0.0,0.0,0.0,46862.953125,0.0,0.0,39052.464844,0.0,2343.147705,0.0,16402.033203,0.0
2,2,4,3,78104.929688,0.0,34366.167969,0.0,0.0,0.0,0.0,4686.29541,39052.464844,0.0,3514.721436,0.0,24603.052734,0.0
2,3,1,1,78104.929688,0.0,10934.689453,0.0,0.0,0.0,0.0,0.0,39052.464844,0.0,1952.623047,0.0,13668.362305,0.0
2,3,1,2,78104.929688,0.0,0.0,0.0,0.0,93725.90625,0.0,0.0,39052.464844,0.0,390.524658,0.0,2733.672363,0.0
2,3,1,3,78104.929688,0.0,34366.167969,0.0,0.0,0.0,0.0,51549.25,39052.464844,0.0,3514.721436,0.0,24603.052734,0.0
2,3,2,1,78104.929688,0.0,14058.885742,0.0,0.0,0.0,0.0,0.0,39052.464844,0.0,1562.098633,0.0,10934.689453,0.0
2,3,2,2,78104.929688,0.0,39052.464844,0.0,0.0,46862.953125,0.0,0.0,39052.464844,0.0,1366.836182,0.0,9567.853516,0.0
2,3,2,3,78104.929688,0.0,39052.464844,0.0,0.0,0.0,0.0,51549.25,39052.464844,0.0,2928.93457,0.0,20502.542969,0.0
2,3,3,1,36709.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,3,3,2,24993.578125,0.0,0.0,0.0,0.0,46862.953125,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,3,3,3,78104.929688,0.0,15620.984375,0.0,0.0,0.0,0.0,4686.29541,39052.464844,0.0,5857.869141,0.0,41005.085938,0.0
2,3,4,1,36709.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19526.232422,0.0,0.0,0.0,0.0,0.0
2,3,4,2,78104.929688,0.0,0.0,0.0,0.0,46862.953125,0.0,0.0,39052.464844,0.0,2343.147705,0.0,16402.033203,0.0
